osmid,commutes
"[565019584, 565021230, 565020494]",1395
"[565019809, 565020492, 565019365]",59
"[565021229, 565020492, 565021525]",99
"[565021952, 565021230]",1017
"[565021953, 565021525]",27
"[565479477, 16242462]",1223
"[565805828, 565807892]",3
"[565807892, 16227615]",31
"[565809161, 16213283, 565808942]",311
"[565815691, 676516963, 765305315]",414
"[565816571, 565815691]",143
"[565818573, 735819039]",86
"[565819282, 565816571]",103
"[565819282, 565818573]",64
"[566640664, 524855162, 566637510, 565824271]",190
"[566640664, 566640820]",141
"[566641243, 566640820]",186
"[566641243, 566641966]",159
"[566643619, 566641966]",178
"[566645329, 566643619, 566644134]",228
"[566645329, 566647135]",468
"[566666054, 566690183, 566666569, 566691115, 566687002]",37
"[566693058, 524856477, 566692749]",48
"[566694090, 566693058]",31
"[566694090, 566695403, 566695573]",22
"[566914019, 566701708, 566695573]",39
"[566914656, 566914019, 566917541, 566917539]",34
"[566918408, 566917539]",13
"[566918408, 566919146, 524857829]",22
"[566919144, 524857833]",39
"[566920084, 566920686, 566919759]",19
"[566920750, 566920686]",87
"[566921184, 48947361, 48947362, 525563716]",4598
"[566922513, 566925794, 566925099]",141
"[566929008, 16236451, 566930068]",14
"[566929008, 566925794, 566928562]",133
"[566981024, 566981124, 566997736, 566930069, 570670779, 570670780, 566930591]",337
"[566998097, 570670780, 524874901]",255
"[567000378, 524874901, 524859647]",229
"[567035203, 525574934]",20
"[567036489, 567035841, 567035933]",561
"[567036489, 567037498, 567042274]",361
"[567042274, 16225487]",206
"[567042985, 567042454]",76
"[567042985, 567043155]",30
"[567043155, 567045996]",38
"[567045996, 567046782]",59
"[567046848, 567049370, 567048291, 567049284]",34
"[567051865, 567049370, 567052485]",22
"[567052587, 567052485]",58
"[567054241, 525553395]",358
"[567054241, 567055844, 567054309]",471
"[567056489, 567055844]",622
"[567056489, 567057406]",770
"[567058601, 567058577, 567057406]",553
"[567060434, 567059899, 525554790]",307
"[567061608, 567060434]",33
"[567061608, 567061818]",8
"[567061818, 567062990]",3
"[567064525, 567062990]",70
"[567064602, 567064525]",29
"[567064602, 567066093]",25
"[567066093, 567067413]",352
"[567070769, 567067413]",81
"[567070769, 567071974]",105
"[567071996, 567071974]",101
"[567078713, 567075557]",51
"[567078713, 567080261]",14
"[567088922, 567089879]",138
"[567090221, 16215599]",103
"[567090221, 567089879]",137
"[567397345, 567397687]",1133
"[567433122, 567433299, 567397687]",1200
"[567443514, 567433299, 757224619, 567434422]",1234
"[567444183, 567443514, 523710247]",1244
"[567444383, 523710243, 525560679]",876
"[567522514, 317403351]",1324
"[567733432, 525572251, 567733428]",175
"[568253451, 568254363, 567733428]",175
"[568256677, 763014793, 763014794, 763014795, 568259476, 568254363]",248
"[568259697, 568259476]",54
"[568259697, 568261051]",59
"[568262657, 568261051]",72
"[568262657, 569252031]",96
"[569254914, 679381988, 683264012, 683264013, 569254769, 679381978, 679381980]",476
"[569254914, 735497644]",482
"[569260416, 569266388, 569260267, 569265708]",504
"[569603065, 569601202, 569266388]",135
"[569603065, 569604619]",39
"[569604618, 569604619]",97
"[569604618, 569608619]",2955
"[569611579, 569608619]",46
"[569611579, 569625284]",39
"[569627225, 569625284]",114
"[569627225, 570213206]",141
"[570226116, 570213206]",74
"[570226116, 570226189]",210
"[570226859, 570227100, 570226189]",215
"[570228536, 570227100]",2
"[570228536, 570229162]",14
"[570229162, 109642508, 570229885]",902
"[570250788, 525562502, 570253776, 16236575, 570247935]",1086
"[570884890, 570887597, 570885287]",26
"[570888353, 570887597, 570893247]",11
"[570904185, 570893247]",13
"[570904185, 570912461]",18
"[570920378, 570912461]",28
"[570920378, 570924044, 570923470]",38
"[570927841, 16213885]",416
"[570927841, 570924044]",30
"[570933954, 570931395]",165
"[570933954, 570950949]",20
"[570953552, 570954476]",56
"[570954476, 570958606]",85
"[570960353, 284161999]",7
"[570960353, 570958606]",65
"[570962242, 287969126]",10
"[570982449, 570980797, 570981446]",74
"[570992264, 524076196]",20
"[570992754, 524005790]",132
"[570992754, 570993204]",254
"[570993204, 542288926]",902
"[571027754, 571026661]",186
"[571027754, 814452059]",75
"[571028491, 818967132, 818967133]",12
"[571032555, 608633285, 818967183]",15
"[571036960, 571034214]",26
"[571036960, 571037359]",16
"[571041285, 571042479]",5
"[571042517, 571042479]",5
"[571042881, 331766010]",1
"[571042881, 571043235]",1
"[574603856, 16212130]",1358
"[575567681, 109642607]",59
"[576052314, 16211692]",1372
"[576052314, 576052315]",2869
"[59133213, 681683198]",55
"[59150448, 59150508]",1
"[59150633, 609493812]",3
"[59191448, 16241246]",8
"[59191449, 609490033]",1
"[592044752, 592044754, 592044757]",12050
"[592044760, 592880045]",14234
"[592051692, 592051677, 592051679]",6083
"[592051694, 592066259, 592066260, 592066261, 592066263, 592066264, 592066266]",9058
"[592058273, 39793652]",26392
"[592058274, 8095546, 592058278]",15622
"[592058281, 592058275, 592058284]",1279
"[592058282, 592058283, 592058276]",696
"[592058284, 592058277]",481
"[592061080, 592061084, 592061079]",10184
"[592061081, 592061075, 592061078]",19712
"[592061082, 592061083, 592061071]",10265
"[592066268, 592058279]",327
"[592082608, 592082611, 592082607]",6392
"[592199394, 592199395, 547035915, 547205811, 547035993]",901
"[592880048, 592051687]",7875
"[593806354, 593806358]",756
"[593806359, 530490487, 337615111]",570
"[593825949, 593825950]",200
"[593825950, 593825951]",208
"[593825954, 593825951]",78
"[59418873, 16227821]",1429
"[59474420, 383210101]",3
"[59507305, 59507308, 371298701]",25
"[595920792, 825133410, 825133411]",182
"[595920793, 807970876, 807970877]",649
"[597992729, 16211716]",11158
"[598009516, 359639111]",10
"[598031085, 598031086, 598031087]",540
"[598031090, 598031092, 823539444]",272
"[598031091, 823539443]",34
"[598031096, 823539439, 823539438, 598031095]",35
"[598031097, 598031095]",38
"[598031098, 541016027, 541016150]",89
"[598031104, 598031105]",566
"[598031106, 598031107]",1841
"[598031107, 598031108, 598031109]",2063
"[598031109, 598031110, 598031111, 598031112, 598031113]",14848
"[598031113, 598031114, 598031115, 598031118]",1859
"[598031117, 598031118, 598031119]",1140
"[598031121, 598031122, 598031123]",1665
"[598031125, 598031126]",528
"[598031126, 598031127]",764
"[598031128, 598031127]",712
"[598031128, 598031129]",402
"[598031129, 598031130]",260
"[598031130, 598031131, 598031132]",371
"[599807806, 566647135]",318
"[599807832, 368542428, 566666012, 16239653]",5
"[601983875, 346965910]",58
"[605160482, 58732332, 352654429]",1
"[605734618, 605734619, 605734978]",33
"[605734977, 605734978, 605733641]",922
"[607861424, 607861425, 607861433, 607861431]",93
"[607861426, 736457860]",41
"[608273428, 608273429]",298
"[608356980, 16228444]",52
"[608377034, 240537245]",21
"[608515882, 608515883]",14
"[608812041, 16216522]",4650
"[608857424, 570982449]",63
"[609064072, 531621013]",98
"[609070232, 284549086]",794
"[609421491, 240975999]",12
"[609466355, 240976767]",81
"[609490009, 16239297]",1
"[609505129, 609504644]",27
"[610747788, 794165427, 794165428]",39
"[61134976, 61134962]",24
"[61334963, 608287164, 61334967]",1
"[615094900, 523999354, 16235636]",169
"[617185465, 827143514]",27
"[617185465, 827143515]",3
"[617185467, 827143516]",611
"[617186771, 617186772]",12
"[617355272, 617355274, 823539417, 823539418, 823539419]",84
"[617355273, 823539426]",1892
"[617355281, 617355285]",6265
"[617355283, 617355284, 617355271]",1344
"[617393080, 617396356, 617396357]",358
"[617632172, 617632173, 547104071]",87
"[617632183, 617632181, 547104071]",292
"[617632184, 617632174, 617632175]",85
"[617632184, 617632179, 617632180]",120
"[618107689, 542281788]",673
"[618107995, 804160756]",1163
"[618108000, 618108136]",945
"[618338538, 619020084, 59244322]",17026
"[624157835, 618107996]",1026
"[629395018, 539031763, 539031764, 333614156]",366
"[629395028, 16218607]",18
"[629429353, 629429351]",3370
"[629429355, 629429347]",5824
"[629429355, 755778700, 629429357]",1088
"[629451320, 629451321, 629451323]",7632
"[629465226, 629465229, 629465234]",3741
"[631014678, 94431823]",2385
"[632029312, 16219164]",10
"[638281811, 638281807]",2303
"[646223209, 16243034]",60
"[646741112, 646741113, 646741110, 646741111]",115
"[646741113, 16238740]",156
"[647113378, 797809331, 797809332]",107
"[652983133, 525879823]",23
"[655086538, 109642861]",3050
"[655086539, 655086540, 655086541]",5143
"[655086550, 655086551, 655086552, 655086553, 655086554]",7559
"[655086550, 655086567]",2843
"[655086554, 655086555]",3854
"[655086557, 655086558]",43
"[655086570, 655086548, 655086549, 655086567]",2824
"[655086571, 655086572, 655086542, 655086543, 655086544, 655086545, 655086547]",1873
"[655142041, 655142045, 655142046]",124
"[655142047, 655142048, 655142039]",262
"[656673009, 16227619, 629384047]",87
"[656766419, 337243012]",4
"[656865870, 656865871]",2603
"[656865874, 656865866]",217
"[656865880, 746174859]",629
"[656865881, 656865882]",308
"[658988067, 130060372, 130060389, 94728934]",6314
"[658988470, 120581014]",117
"[665330267, 527859573, 527859574]",250
"[665330274, 365890196, 16234276]",451
"[665330277, 665330279]",992
"[665348088, 526738335]",26
"[665348097, 665348098, 665348099]",6266
"[665348104, 527861216, 526718764, 527861221]",4563
"[665348120, 527861219, 527861220, 526708103]",1664
"[665348140, 527863287]",678
"[665348144, 665348140]",652
"[665348144, 665348148]",434
"[665348152, 526458251, 526449958]",442
"[665348153, 528047756, 528047317]",71
"[665348155, 528049894]",45
"[665362013, 109642839]",35
"[665362016, 369786027, 539031725]",9
"[665362017, 675915937, 665362018, 575676114, 575676115]",1716
"[665362020, 665362021, 665362022, 463006020, 277427755, 109642956]",7840
"[665362025, 575676115]",2158
"[665362025, 669236949]",7614
"[665834936, 109642961, 736533077, 736533078]",204
"[666117459, 528397900, 666117461, 528404086]",1661
"[666117460, 528404103]",18
"[669251712, 16215987]",12
"[669251752, 669251753]",750
"[670273641, 59148140]",7
"[670641849, 769801765]",20
"[67137312, 16239933, 67137373]",4371
"[67137323, 16212510]",5885
"[67137340, 49423582]",12585
"[67137342, 271783215]",11767
"[67137345, 49423649, 67137359, 121998223, 49423634, 49423635, 49423641, 49423642, 49423643]",7229
"[67137356, 271783214]",525
"[67137361, 49423929, 16211631]",12420
"[67137376, 67137347, 523982189, 49423927]",13557
"[671422763, 671422764]",712
"[671782944, 671782945]",13
"[675926840, 675926841]",86
"[675926841, 462887644]",55
"[675926842, 462887643]",490
"[675926843, 369948838]",4598
"[675926845, 675926846]",713
"[676227322, 676510659]",115
"[676281992, 676281987, 676281996, 736560335]",974
"[676290395, 331767021]",66
"[676291267, 16225846]",504
"[676510659, 16239604]",27
"[676520568, 16243750]",65
"[676520569, 685257573, 16235198]",35
"[676615046, 676608327]",311
"[676795619, 109642493, 16239647]",345
"[676837856, 703361365, 703344022]",1284
"[676837856, 735408886]",724
"[680343682, 16222772]",68
"[681429577, 337616874]",472
"[681683200, 59474418]",25
"[682669136, 16228105, 682669139]",826
"[682669136, 51133233, 51133232]",3043
"[682968163, 16238900]",186
"[683312664, 735930394]",1125
"[684453768, 336442934]",1
"[684453768, 794632095]",5
"[684679133, 466953038]",1662
"[685184729, 48948157]",6312
"[685184730, 16211954]",13155
"[685273544, 685273537, 685273539, 685273542]",1111
"[685303128, 803517052]",1
"[685304883, 817160741, 16213999]",34
"[685305474, 731582980]",90
"[685307665, 240529180]",17
"[685308896, 741813137]",5
"[685329840, 16221926]",38
"[685454216, 16241610]",8
"[685468969, 16232377]",218
"[691973017, 16212235]",6
"[692908290, 736239413]",73
"[692908293, 51463319]",25
"[692908296, 692908289, 692908295]",64
"[692909403, 469871101]",2412
"[692928074, 462837127]",257
"[692928075, 524631427]",603
"[692959394, 692959395, 703361526]",638
"[692980453, 591022007]",5542
"[692980453, 737287606]",5145
"[693039521, 279899405]",3061
"[693066313, 337612923]",12
"[69545570, 69545605, 95121142]",2583
"[69545578, 95121139, 95121143]",10270
"[69545585, 183009882, 69545578]",10248
"[69545592, 69545601, 49421770]",8045
"[69545592, 825133434, 825133435]",559
"[69545604, 544804572]",4930
"[702697416, 702697414, 702697415]",4
"[703053301, 754288022]",561
"[703059776, 16230047]",19
"[703064738, 703333363, 676230117]",4364
"[703333363, 681631559]",2984
"[703344024, 109642465, 703344027]",1578
"[705050130, 763528669]",1284
"[705099420, 547035820]",939
"[707398659, 261474334]",42
"[709250665, 16233934]",2
"[713284341, 713284342, 713284343]",234
"[715545495, 16216391]",104
"[716664025, 16233404]",4066
"[718181505, 718181506, 109642405]",156
"[726073392, 16227825, 726073389, 726073391]",362
"[735158113, 119802811]",699
"[735196490, 735196494]",3684
"[735196493, 735196495]",2487
"[735408884, 16229343]",35
"[735408884, 735408886]",208
"[735413944, 735413946, 434907581, 735413943]",1188
"[735414140, 736228941]",43
"[735446605, 220388535]",7
"[735450476, 182084486]",44
"[735819024, 735819033, 735819027, 735819028]",162
"[735819025, 735819038, 735819039]",80
"[736160952, 16229403, 736160951]",422
"[736165009, 554249834, 736165015]",1889
"[736166880, 767469870, 736166879]",320
"[736220030, 827408859, 736220029, 532912150]",93
"[736232980, 338418703]",4
"[736445120, 277615777, 736445121, 676174544, 680384080, 736445137, 680384083, 761181715, 680384085, 736445105, 741934066, 741934065, 736445119]",1131
"[736446795, 370108455]",193
"[736455840, 569252837, 569253511, 569252843, 679381978]",351
"[736455841, 569252031]",120
"[736457860, 763286766]",35
"[736459481, 16241887]",3
"[736477464, 16224150]",77
"[736541168, 523999338]",666
"[736541994, 16238171]",396
"[736750888, 16234975]",14
"[737214176, 269699915]",220
"[737214176, 95108934]",654
"[737241622, 368228646, 604488695]",1150
"[737241624, 737241625, 681638219, 737241622]",2798
"[737253554, 16225428, 16235604]",338
"[737488025, 692909403, 103123391]",412
"[737506050, 16241757]",6617
"[737535929, 740144043]",165
"[738176302, 738176303, 738176305, 738176308, 16234202]",281
"[738230319, 524000880, 738230321, 738230322, 738230320]",7
"[738462488, 16225909]",27
"[738462489, 530222202]",253
"[738538434, 557245735]",195
"[739755219, 16237243]",819
"[739766041, 685320476]",6
"[740144042, 740144043, 681532989]",755
"[740443712, 16230874, 740443711]",157
"[740676396, 404272565, 404272566]",1355
"[740904824, 684875339, 684875340]",1361
"[741802455, 737491542, 737491543, 737491546, 804973885]",8167
"[742204537, 16228961]",17
"[742334698, 16211741]",7619
"[742456592, 16216955]",14
"[742852368, 742852369, 742852370, 16234090]",274
"[743217565, 16214823]",16
"[743337852, 539436973]",9
"[744627241, 331324533]",546
"[746174852, 656865879]",3820
"[746174856, 656865867]",2157
"[746174857, 656865874]",3269
"[746174869, 16224863]",1276
"[747501886, 747501884, 16226974]",1003
"[749739436, 749739437, 749739438]",272
"[749739440, 541020374, 749739439]",272
"[753817481, 629429348]",101
"[753817481, 755778700]",1153
"[757111256, 825133422, 825133423]",104
"[757223944, 693039521]",2952
"[758839749, 240978933]",1698
"[758878658, 565812701, 737241167]",565
"[758905072, 758905073, 272041995, 376455812]",245
"[759495044, 761185655]",388
"[759495045, 759495047, 759495049, 704451146, 759495051, 735248597, 735248599, 742881215]",442
"[759597185, 759597186, 16230732]",30
"[759918106, 372560955, 372560956, 655261142]",161
"[760003518, 447286551]",809
"[761181688, 761181687]",92
"[761181688, 761181689]",1696
"[761181690, 761181691, 761181692, 761181693, 761181694]",1621
"[761181696, 761181697, 761181698, 761181699, 761181700, 761181701, 761181702, 761181703, 761181704, 761181705, 761181706, 676174542, 676174543]",64
"[761181708, 761181709]",139
"[761181709, 761181710, 761181711]",168
"[761185656, 761185654]",388
"[761387432, 274638199]",1503
"[762822432, 16239048]",339
"[762822432, 705380124]",516
"[763286770, 692980629]",89
"[763286770, 763286766]",89
"[764841720, 442677429]",42
"[764841724, 337528302]",59
"[764894707, 182194373]",831
"[764894709, 764894710]",662
"[765030961, 571032555, 571034214]",23
"[765305315, 565814683, 565812701]",582
"[765327492, 685323300]",15
"[765858962, 735930394, 735930396]",270
"[765858964, 737893342, 735497646, 735497647]",676
"[765858964, 765858965]",786
"[766064592, 539436073, 539229183]",4
"[766149770, 16229539]",33
"[766226265, 16234889]",14
"[766832058, 766832059, 525874085, 530467743]",61
